胡说	胡说	2
能	能	1
舍得	舍得	1
艹	草	3
草	草	3
行不行	行不行	4
行了	行了	1
行吗	行吗	4
行吧	行吧	1
行呀	行呀	1
行啊	行啊	1
行	行	1
要不然呢	要不然呢	4
解释一下	解释一下	4
讲吧	讲吧	9
讲	讲	11
说一下	说一下	3
说了	说了	4
说人话	说人话	11
说你呢	说你呢	11
说你	说你	11
说吗	说吗	11
说吧	说吧	3
说呀	说呀	11
说啊	说啊	11
说啦	说啦	11
说嘛	说嘛	11
说清楚	说清楚	4
说的就是你	说的就是你	4
说话呀	说话呀	3
说话啊	说话啊	11
说话	说话	11
说。	说。	11
说	说	11
说说	说说	11
说错了	说错了	4
谁呀	谁呀	3
谁说的	谁说的	4
谁？	谁？	3
谁	谁	3
走了	走了	4
还可以吧	还可以吧	3
还可以	真的还可以	3
还是不行	还是不行	4
还有吗？	还有吗？	11
还有吗	还有吗	11
还有呢？	还有呢？	11
还有呢	还有呢	11
还有	还有	1
还没	还没	2
还能	还能	1
还行	还行	1
这个	这个	7
这是什么？	这是什么？	4
这是啥	这是啥	4
这样啊	这样啊	3
这样	这样	3
这还差不多	这还差不多	4
那你呢	那你呢	4
那你说吧	那你说吧	4
那你说啊	那你说啊	4
那你说说	那你说说	4
那你说	那你说	8
那咋办	那咋办	4
那好吧	那好吧	4
那就好	那就好	4
那就对了	那就对了	4
那当然	那当然	4
那必须的	那必须的	4
那必须	那必须	4
那怎么办？	那怎么办？	4
那怎么办	那怎么办	4
那是你	那是你	4
那是必须的	那是必须的	4
那是	那是	3
都喜欢	都喜欢	4
都行	都行	4
醉了	醉了	4
错了	错了	2
错误	错误	2
错	错	4
问你呢	问你呢	11
问你话呢	问你话呢	11
问你	问你	11
随便	随便	7
靠	靠	3
额	额	1
额额	额额	1
骗人。	骗人。	4
骗人	骗人	4
骗你的	骗你的	4
骗我	骗我	3
