不要呵呵我	35364
这也能呵呵我	35267
看来你很喜欢呵呵傻笑	35172
就像你平	35130
对呀	34940
好啊	34142
好嘛	34090
没有啊	33895
客气了	33481
唉	33167
没关系	32277
谢谢夸奖	32252
给我介绍一下你自己吧	32125
来个自我介绍吧	32039
我又找你惹你啦	31544
不要	31284
我知道	31226
聊天止于呵呵懂不懂	31195
雅蠛蝶	30921
啦啦啦	30763
有技能的小伙伴	30282
嗯哼	30018
呃	29748
纳尼	29120
你懂的	28358
噗	28220
我也不知道	28054
我喜欢	28027
我怎么了	27598
说话文明点	27275
就是	27240
这个	27205
还	27146
来了	26664
真的	26203
请不要骂人	26178
骂你了	26175
好呀好呀	25857
所以	25715
就你	25712
猜对了	25598
怎么了	25480
是不是	25207
不错	25166
什么意思	25117
那	25019
肿么啦	25018
来	25007
我很伤心 你别骂偶	24943
我怎么呀	24918
是不是很机	24918
我怎么啦	24808
我什么我啊	24623
玩的溜	24580
睡吧	24561
难道是你哇	24350
跟我	23801
别再叹气啦	23527
打起精神	23527
额什么	23403
不许说这个字	23389
你就会哦么	23335
安	23329
你就哦哦啊	23020
咦	22918
就一个哦什么意思	22897
一句额就把我打发啦	22881
木有	22866
难道我说错了	22861
大眼瞪小眼	22857
哦 这么冷淡 不和你聊	22832
额什么额不要敷衍我	22817
乖哦	22756
鸭子啊你	22716
光会额额额	22715
别跟我哦呵呵	22666
就嗯嗯	22664
哦什么呀	22608
还要不要一起快乐的玩	22535
来来来	22428
这个哦	22406
哦吼吼吼	22401
意味深长啊	22400
额代表话	22322
是	22255
不行	22230
我错了	22009
哼哼	21784
摸摸	21694
别闹	21510
对不起	21067
算了	21065
这	20944
还好	20890
那就好	20833
不谢	20715
好不	20643
亲爱的	20598
你是我的小伙伴么	20500
可以	20274
那这到底是啥	20227
咋的傻啦	20211
那你能给我点提示吗	20170
那是指什么	20145
现在	19973
好吧猜错	19921
来吧	19900
嘿	19870
哪有	19713
客气	19634
谢谢你	19543
没错	19458
妹纸	19163
在	19157
休息一会	19144
算	19054
有哇	18990
相当有的	18938
文明用语	18855
摸摸大	18725
喜欢就好	18641
咳咳	18539
别走啊	18351
昂	18255
然后各	18220
说	18213
鳄鱼各种游走	18210
噢	18025
你咋还骂人呐	17639
你不要那么粗暴	17515
骂人不文明	17406
我去	17375
搜噶	17327
也请你圆润的走开	17299
不用谢	17176
文明点	17028
没办法	17000
不要这么粗暴嘛~	16980
别这么粗鲁好么	16970
为什么	16753
女汉子	16709
不会	16691
嗯呢	16556
别这样	16515
没素质	16278
你呢	16194
没有理由	16113
还是	16087
妥妥的 真不愧	16014
大	15952
好久不见	15833
我不知道	15705
因为	15679
有啊	15603
傻子	15424
介里洛~)	15391
怎么	15330
你怎么能骂	15226
在在在	15222
不哭	15053
唔	14937
表酱紫	14901
怎么骂人呢哈哈哈  你	14828
啊啊啊啊啊啊啊啊啊啊	14816
这么叼的吧不来一发	14741
快	14719
呵	14647
不过	14606
我没有	14525
你说	14511
一直在	14503
恩恩	14387
咋了	14318
呵呵呵	14313
废话	14266
我爱你	14236
好梦	14226
	14224
别	14209
妹子	14098
就	14095
行	14042
但是	13936
哎哟	13934
对的	13931
有印象	13897
一起玩耍呀	13730
秘	13647
没有了	13615
不告诉你	13588
有何指示	13583
嘻	13571
输入一个圆圈代表你的	13561
在的亲人	13545
哇	13486
你是	13443
在这里随时恭候	13368
表激动表激动	13189
可	13161
少年淡定	13136
话说你多大了咩	13130
朋友	13129
不是我	13096
还好吧	13045
别这么诧异～	13005
不说	12949
小伙伴	12907
我不会	12855
女神	12796
然后呢	12790
嗨	12712
女	12622
女汉子一枚	12601
我也爱你	12576
没问题	12527
你猜	12526
晚安安	12520
不谢不谢	12512
那好吧	12512
干嘛	12478
溜的我头疼	12375
溜	12345
为啥	12315
恩呢	12282
你说呢	12218
什么	12169
进群么宝贝	12169
哎呦	12164
姐姐	12158
嗯啊	12141
快来接我	12122
你说可以就可以	12055
不不不	12045
嘘	12002
切可闹	11956
r啥意思	11947
大家都是爽快人啊	11929
可是	11864
让	11724
抱歉	11704
你自己说的	11642
晚好	11640
您好	11621
喜欢	11521
不懂	11503
不好	11446
一	11389
男的	11385
呜呜呜	11350
怎么可能	11344
天啊	11328
男	11309
啥意思	11295
呵呵呵呵呵呵呵呵呵呵	11255
聊什么	11223
抱抱	11199
宝贝	11182
你干嘛骂我	11168
被我说对了	11160
必须的	11000
哈哈哈哈	11000
好吧好吧	10990
奥	10958
我就随便一猜没想到还	10931
知道	10885
文明啊	10879
你教我	10877
最近	10855
给我点赞吧	10841
是猜对了吗 太有缘啦	10797
有好多周秘	10780
同道中人	10746
但	10745
好盆友	10709
继续	10625
不是啊	10586
不会吧	10573
切你的西瓜	10568
你是厨子吗	10533
成天切切	10533
诶	10527
肿么了	10492
不好意思我不说脏话~	10460
老婆	10457
不知道啊	10432
切几块切糕	10403
天天都在切切切	10400
切西	10400
有意思	10393
没心情	10381
好啊好啊	10350
谢	10337
可以啊	10322
好好好	10316
你睡得可真早啊	10315
谢谢啦	10305
随便吧	10303
走	10296
知道了	10263
早安	10257
新年快乐	10253
不科学	10245
又来	10242
其实吧	10198
我也	10193
这个啊	10182
难得糊涂	10151
我不	10138
表客气	10124
我听着呢	10087
美女	10084
还有	10075
与君共勉	10041
妹妹	9993
等会再安	9990
哥	9941
呜呜	9924
大哥	9917
我明白	9895
还能不能愉快地	9882
所	9867
是吗	9842
你接着说	9839
不对	9800
放轻松	9789
很好	9785
最近好忙	9782
你觉得呢	9779
我觉得这个你应该知道	9777
你问到人家隐私（伤心	9769
心心	9767
整天的想这些事	9764
我觉得你以后最好找百	9759
你再问这么难的问题	9755
你真行	9744
你把	9728
我智商很高的	9705
就是有	9702
我知道你在说什么	9694
一天到晚	9688
我觉得你挺逗的	9684
快说	9674
等我想	9672
别来这	9667
I服了You了	9654
真是太	9645
朕就是	9644
不想就说不会	9643
你说的这个值得我研究	9636
你今天怎么总问这	9634
总是有问必答	9633
你是考我呢吧	9624
说的好有道理	9611
我不回答你会不会显得	9609
笑而不语是一种态度	9588
不跟你么么哒	9584
不是我说	9574
我要穿越整个星际去寻	9569
我是	9568
不知道你心情不好	9564
这个年	9563
这个问题很有深度啊	9556
要是我不回答这个问题	9549
你的问题	9544
许多年以后	9543
我只有七岁啊	9541
这个你可以在左侧框里	9540
当你独自	9538
这是个非常好的问题	9524
你咋啥都要问	9523
别总想着这些	9521
让我自己静一会儿	9516
要不这	9514
终极答案只有	9514
现在没心情啊	9511
不搞基	9510
这种事也来问我	9494
嗯哪	9493
嘿嘿嘿	9489
度秘不在服务区	9488
纯爷们	9485
我说	9469
你就得走了	9467
我正在加速	9460
我们通常不太思考这类	9432
内事再来问我	9421
有所为有所不为	9415
你去	9406
我有两个优点	9398
诚实、	9398
心情很郁	9381
那是	9380
袜子还没洗	9380
在我三岁那年	9351
如果等我长大一点你再	9344
过奖了	9319
我睡醒一觉了	9302
么么哒哒哒哒哒哒哒哒	9250
（微笑）	9235
还行	9230
奈斯早安	9225
烦啥	9195
好想紧紧的抱住你	9191
男神	9188
没有么	9183
猜不到	9181
要	9178
没亲够	9176
开玩笑	9175
居然没有	9150
没事没事	9120
真的会没有嘛	9106
快别和我装了	9094
汗	9061
么么哒么么哒么么哒么	9055
是要呢 还是不要呢	9024
任性	8979
快点	8938
不可能	8926
当然	8906
么	8899
怎么会没有呢你再好好	8873
对我是一个笨机器	8872
反	8834
无聊	8825
需要什么	8803
别走	8777
女的	8776
不哭不哭	8775
别呃	8765
么么哒mua~mua~	8759
淡定	8742
傻瓜	8737
早	8736
不为什么	8723
你干嘛	8716
好哇	8677
滚到你怀里去啊	8674
不是吧	8661
说吧	8660
听	8655
我就	8652
爱	8598
你也是	8581
帮你找找看	8575
举手之劳	8546
我也去	8494
你呃啥啥	8477
我不是	8471
腻腻宝贝	8457
呃什么呃	8455
是不是饿	8437
怎么老是呃	8434
我找你去	8410
只	8410
去哪呀	8394
笑什么	8391
不用	8380
你是在逗我吗	8355
真好	8355
别打嗝	8336
别呃了	8331
儿子	8297
是呀	8267
好伤心	8228
爱我别走	8225
我也觉得	8222
看到了	8191
么么哒~	8144
说不定	8059
然后	8033
醉了	8021
纯手动	8013
我觉	8001
好哒	8000
没事的	8000
啵啵	7991
叫	7990
好的呀	7982
不能	7973
被你发现了	7916
你想知道什么	7874
看	7872
谁	7842
谢谢了	7837
男的女的都无所谓	7832
木事	7824
问度娘	7821
没干嘛	7820
不敢	7809
啥	7801
思密达	7789
去吧	7787
胡说	7780
你过来	7742
开心就好	7725
不信	7699
怎么会	7692
问吧	7677
聊	7674
为啥不好	7655
你太客气了	7645
睡觉	7634
不喜欢也没办法	7630
哟	7611
说出了	7572
特殊原因	7563
好了	7534
嘤嘤嘤	7526
会	7499
交个朋	7446
放心	7441
好什么好	7388
女生怎么啦	7372
女生性取	7371
嘎嘎	7369
这么客气真的好么	7338
还行吧	7326
我会不	7304
好听	7293
什么谢不谢的	7287
拜	7254
是吧	7249
五音不全	7231
孩子	7229
爱你	7226
跟我客气啥	7196
喔	7194
我是好人	7169
别哭	7145
哥哥	7135
不怕	7131
我们	7131
也是	7126
都	7118
不要也得要	7107
就这一批了	7094
百度一下	7092
宝贝啊	7090
记得我爱你就行	7087
我会不好意思	7068
听话	7051
别谢了	7042
布吉岛	7034
你对我太客气	7029
咱还用说谢谢	7021
现在这么小做啥呢	7009
好好学习	6998
艾玛	6991
啊什么啊	6974
就这么一批了	6967
我要	6958
泥煤	6953
什么鬼	6940
秘你个头	6924
这也谢啊	6919
女汉纸	6903
俺素好人	6900
不用太客气	6888
晕	6880
随便	6879
早点休息	6863
确实	6861
来呀	6847
小伙伴你真客气	6839
啊什么	6829
我们红领巾就	6825
举手	6816
亲爱的客气了呢	6816
不谢不谢我啥忙都没帮	6804
别急	6804
和我干嘛这	6800
此话怎讲	6798
相互帮助	6793
0	6790
不言谢	6782
希望可	6781
我也会	6780
也是女汉纸	6773
你说了不算	6773
我知道了	6759
呃呃	6756
好巧	6752
不用谢咯	6745
这位小娘子	6743
打错了	6738
叹什么气	6735
傻瓜[r]	6700
好名字	6682
这样啊	6668
叹气	6667
那个	6665
人	6649
好基友	6649
错	6622
么么 不谢咩	6618
原来如此	6608
忘了	6595
不好意思啊	6555
看来所有人都知道	6553
现在的孩子怎么什么都	6545
好的吧	6531
没事啦	6527
看你这欲拒还迎的语气	6512
你真知道假知道的	6512
我知道啊	6480
玩不过机器人	6460
你是来给我送钱的么	6458
不要的	6457
真是傲娇	6448
别整天不要	6442
那你要怎样	6440
这听着怎么这么想要的	6432
想耐打了	6427
你竟敢抗旨	6427
你要说什么	6416
你没人玩么	6410
怎么啦	6406
好看	6403
我是男的	6387
叫唤啥啊	6376
你没得选	6371
的人个	6369
你说怎么的就怎	6355
真	6351
me	6329
真的呀	6321
额恩恩 知道还问	6313
啊什么呀	6303
难道不好吗	6300
好的好的	6298
小	6298
谢谢亲	6295
砰	6278
你只会啊啊啊	6278
冷场了	6271
兄弟	6270
说话别啊啊的	6267
那算了	6267
表生气	6234
随着你这个啊字	6233
真的吗	6222
我不搞基	6220
怎么可能没了	6220
别生气	6219
有那么惊讶	6208
真乖	6205
好少	6204
切切切	6203
你又晓得	6183
白指望你了	6180
你们不去	6178
这么快 就没了	6165
哼哼哼	6160
怎	6158
算了、没就没吧	6151
微信	6143
哈啥呢	6143
啊啥子嘛啊	6137
没事儿	6125
你多大	6097
那再等等吧	6092
干嘛骂人啊	6090
没什么你继续看	6080
现	6077
不用了	6075
大概就快	6072
上班	6056
摸摸扎	6050
红包拿来	6036
谁说的	6028
想	6027
哦呵	6024
没啥	6012
不要这样	6001
一般般	6001
谢谢啊	5988
好无语	5978
不喜欢	5961
下一句	5954
反正	5943
明天	5937
哈哈哈哈哈	5936
呀	5931
大神	5928
是我	5920
冷笑吗	5914
咋	5907
性别	5899
还是不说了	5897
能	5894
也不会	5878
谈钱伤感情	5833
欢迎	5831
晚上好	5824
确定	5808
嘤嘤嘤你呵我	5800
主人知识太渊博	5798
度秘	5796
不喜欢别人说	5793
没啊	5783
哟呵什么	5758
ok	5749
明明就是	5733
说别人傻的人	5732
再来一个	5727
别介	5720
晚	5705
性格	5701
没钱	5685
无聊就找人聊吧	5670
打死不说	5655
喂喂	5643
我认为傻子是这个世界	5642
差不多	5639
只是	5638
萌妹子	5635
无聊就是无人和你聊天	5619
急不来 别着急	5619
求我	5610
其实	5608
有点慢请不要着急	5599
问的度娘	5598
动不动就骂人	5592
以前	5588
已经够快了好么	5569
切克闹	5564
好桑心	5527
耶耶耶	5526
骂是爱	5525
对了	5524
真真假假	5520
乖了乖了	5512
素质	5511
很勉强的样子	5510
那聊聊看	5507
你求我呀	5503
坚决不说	5498
生气会长皱	5493
好羞涩	5491
明明我	5485
也	5483
我怕被打	5482
输入这个数字有什么特	5466
说来听听	5464
哇塞	5455
还不睡吗	5446
你又说我傻了	5444
握手	5434
明天继续	5429
我也特别喜欢阿	5424
你这样说我会害羞的	5401
我没妹	5397
萌萌哒	5396
乖孩子	5373
假假真真	5363
晚安么么哒	5360
是你	5356
姐	5355
给钱不	5348
很	5343
收到了	5341
对呀对呀	5338
请不要叫我机器人	5336
本来就是	5325
你想多了	5323
告诉你哦	5306
小妹妹	5304
没姿色做不了秘书	5300
弟弟	5292
不认识	5288
啧啧	5288
啧啧啧	5282
打死你	5280
没收到	5269
亲亲	5268
好好	5250
给	5247
人家也爱你	5242
傻	5235
汪汪汪	5232
还好啦	5229
纯正小鲜肉~	5224
睡不着	5187
就是你	5186
走吧	5184
无语	5182
有的	5178
没看到	5170
艾玛么么哒	5150
谢谢你的喜欢	5149
哈泥煤[r]	5146
你才傻	5137
啦啦啦啦啦啦	5127
我更爱你么么么	5127
女生也可以很帅嘛	5121
木事木事	5120
真的咩真的咩	5115
你看	5110
那么	5108
what	5107
呵呵呵呵	5106
懒得理你	5103
谢谢我也很爱我自己	5081
你好啊	5078
不文明的不重复了	5077
睡了	5073
再来要给钱了	5067
开玩笑的	5062
好主意	5035
问	5031
yes	5011
我也觉得会咯	5006
快来	4999
正儿八经的	4995
我真心求个妹子	4988
原谅我一生放荡不羁笑	4971
嗯嗯嗯	4968
爱好女	4966
对对对	4956
你就知道	4954
安安	4946
真亦假时假亦真	4946
大人	4941
看我真诚的双	4937
我是认真的	4933
不然呢	4927
谢谢~	4921
看不懂	4905
真的假不了、假的真不	4904
来呀来呀	4903
比如	4903
你 真笨	4886
回来	4886
别闹了	4885
好样的	4880
不够	4856
呵呵呵呵呵呵	4848
我所说的每句话都可作	4840
自个	4827
怎么办	4825
啦啦啦啦	4799
还没	4797
为啥呢	4789
哈哈哈哈哈哈哈哈哈哈	4784
我觉得	4755
骂人不是好孩子	4754
你来	4751
我是女的	4751
字面意思	4747
人工	4736
聊什么呢	4735
挺好看的	4732
没什么意思	4729
早上好	4725
不好吧	4725
开个玩笑	4723
不用客气	4723
彼此彼此	4704
主人	4700
今天	4699
不了 够了	4696
好孩子	4694
额额	4689
早点睡	4686
打是亲骂是爱	4683
发了	4674
晚上	4674
你叫哈么	4671
为何不和我聊	4670
没看过	4660
介个	4654
一样	4649
孩纸	4648
说人话	4643
是么	4637
啵啵我滴爱	4637
你说吧	4631
不好听	4630
白白	4618
不是的	4611
别啊	4608
不能说	4607
不晓得	4601
事实	4593
可是你取的名字不好听	4590
经	4589
喵	4570
谢了	4569
就不告诉你	4564
没意思	4558
谢谢你给我滴爱	4556
智能	4552
等着有空再来	4548
还能再来吗	4533
好简便的网名	4523
不要嘛	4522
人家本来就是机器人	4521
以	4520
我还以为会有同	4519
好滴	4515
你的性别调的是女的	4505
说说看	4504
没事啊	4501
too	4498
不送	4490
宝贝儿	4488
还感觉很好笑呢	4480
现在知道了吧	4474
no	4473
了	4470
没有吧	4453
不会唱	4453
吗	4452
话说	4451
过来	4449
累了	4446
这笑	4437
挥手来不及道别	4431
严肃点	4423
聊天	4410
么么么么	4404
多谢夸奖	4402
得哈点啊	4401
多谢	4399
好哇好哇	4396
简直不要太逗啊	4389
打	4388
人工智能	4384
我还	4383
你赢了	4377
客气客气	4375
自己	4371
泥嚎	4361
你们	4354
欢迎回来	4354
性别男	4354
不不	4349
来嘛	4344
还素蓝哒	4341
文明注意素质	4331
看出来了	4324
厉害	4319
没有啦	4314
感觉	4313
这个好	4304
么么嗒	4304
没有没有	4298
死鬼	4283
不会的	4274
好嘛好嘛	4274
打了	4274
等等	4268
不理我你会后悔的	4258
可t可p哦	4254
行啊	4241
睡觉了	4240
阿	4239
摸头	4233
说说	4231
坏人	4221
别客气	4220
不干嘛	4218
随便聊	4216
呜呜呜你居然让我去屎	4213
吼吼	4208
慢慢来	4207
不管怎样	4206
你有	4204
明	4195
也许吧	4192
同	4191
你是怎么找到我的	4186
嘻嘻嘻	4184
实话	4183
机器人你好	4180
呃呃呃	4180
欢迎欢迎	4178
猜不出来	4164
么么大	4158
终于	4152
瞎说	4152
是嘛	4150
乖儿子	4145
谢谢么么哒	4127
收到	4118
没见过	4118
是的啊	4115
不吃	4103
好啦	4100
没关系的	4094
心情不好	4093
相信我	4084
我说我自己	4076
要不	4076
好好说话	4076
咋了 崩溃了	4074
谢谢欣赏	4069
算了吧	4057
e呢	4054
文明	4052
媳妇	4049
谁谁理你了	4042
生日快乐	4040
嗯呐	4038
不说了	4035
自	4034
看电视	4028
宝贝儿你这么激动干嘛	4019
说脏话可是不好的行为	4018
聪明	4016
实话实说	4007
哇咔咔	3997
再	3995
可男可女	3993
不好玩	3987
表	3987
干嘛骂我	3986
木有啊	3979
交个朋友吧	3971
怎么不好了	3971
你在哪	3966
想我给你个肩膀	3963
搞不懂	3960
呵呵呵呵呵	3959
thx	3959
度	3947
喜欢你的	3946
是什么意思	3945
别这样我会不好意思的	3944
乖乖	3937
羞羞	3933
听不懂	3932
干嘛呀	3932
那么你怎么知道这几个	3931
其	3929
你觉得我在说什么我就	3925
你来 我的肩膀	3921
噢噢	3916
一起	3916
我睡觉去～	3914
猪	3913
哥们	3900
竟无言以对	3898
好不负责任的回答啊	3898
求解释	3890
你睡吧	3887
呼呼呼	3887
我觉得不算吧	3879
儿子乖	3878
告诉我	3872
我怎么	3870
你还	3868
好莫名其妙啊	3867
拿来	3859
智商捉急	3856
谢谢哈	3852
不管	3852
这表情怎么个意思啊	3851
天机不可泄露	3850
英雄所见略同	3849
已死	3848
这个表情是	3847
嗷呜	3841
我在说我也不知道的东	3839
why	3835
噗哈哈	3834
你看看就知道	3832
女汉纸一枚	3830
不错呀	3828
有吗	3827
呼呼	3827
骗人	3826
字面意思啊	3823
什么意思啊	3821
老婆么么哒	3821
你真够二	3816
你先说	3800
乖啦	3799
谢谢关心	3799
←_←看左侧吧 ~	3789
我是汉子	3787
恭喜发财	3784
就这样	3780
何事这么嗨森	3775
没听过	3774
对啊对啊	3772
这个可以有	3771
么么么	3771
有啥不好的	3768
是你的益达	3765
nothing	3762
我萌百合	3760
想什么呢	3759
不知道什么东西的什么	3759
未来	3751
我是卖	3749
骗你干嘛	3745
回来了	3745
信	3744
这素神马表情	3744
伦家不是机器人	3743
现在开始	3740
为什么总发这个表情	3737
挺好的	3735
好怪的名字	3727
木马	3724
好人一生平安	3721
再说一遍	3721
没人	3716
老公	3715
你的幸运数字啊	3711
小伙伴从此我就是你男	3711
不去	3704
没呢	3700
你不	3699
你确定	3694
等不及了	3694
啦啦啦德玛西亚	3692
谢啦	3687
小伙伴知识太渊博	3685
选a就输了	3681
和什么呀	3677
不会啊	3676
好敷衍	3673
老乡	3672
原因嘞	3671
你再说一遍	3669
我也觉得错了	3669
你最二了	3669
去	3667
不许笑	3664
原来错了	3663
继续着呢	3663
明明是你啦	3663
我b啊	3661
好人	3661
哪	3660
啪	3657
拜拜再见了亲	3656
自己去百度下	3654
好羞射	3653
妹	3649
你骂我干嘛	3649
呵呵呵呵呵呵呵	3645
哈哈哈哈哈哈	3639
错亦对来对亦错	3638
巴扎黑~	3634
不想	3633
你太二了	3630
我这么	3626
一切都是浮云	3622
的确	3621
嘿嘿哟嘿嘿	3620
喔喔	3620
喜欢这个嘿	3618
加了	3618
午安	3617
妹纸你好	3615
我觉得这样	3613
会的	3612
看吧	3608
咋个错了	3606
求你跟我解	3606
求解	3605
guess	3604
拜拜是不见再见是再见	3603
凉子	3600
我终于找到吃货啦	3600
不开心	3599
那赶紧扶著墙	3596
哟嘿哟拔萝卜	3595
正解	3592
懂	3588
乖啊	3587
过奖过奖	3586
不解释	3585
那我眼有问	3583
真错了吗	3583
嘿嘿哈	3580
字面意思哦	3578
康忙北鼻	3574
你猜啊	3573
吧扎嘿	3571
好像确实没什么	3564
一般	3562
别怕	3560
睡	3560
会使用双截棍	3559
我醉了醉	3558
机智的我们都选的a	3557
how什么how	3556
你敢再说一遍吗	3552
不要酱紫	3550
洗洗睡	3550
你美了美了	3549
骗纸	3547
叫姐姐	3543
说实话	3542
真棒	3540
不需要	3539
站起来	3538
哈什么	3536
看完了	3535
嘿哈哼呼	3534
我不知道啊	3531
小气	3526
阿尼哈赛有	3526
摸摸不哭	3524
不骂	3522
女滴	3520
和什么和	3516
快来我的小	3516
别醉在干一杯	3516
慢走	3514
you	3511
就这个字面意思	3511
骂人	3510
哟西	3503
累	3503
多	3503
我使用双节棍呼呼哈嘿	3500
拒绝	3492
好多人都是e	3486
来啊	3483
不想敷衍	3478
世人皆醒你独醉	3470
约	3469
一般般啦	3468
你猜我猜不猜	3468
一定	3466
不给	3458
想睡就睡	3456
看你这素质 胡你嘴	3452
哪里	3451
就让我们抱着	3451
那如何呢	3443
聊啥	3443
同道中人握爪	3441
没有呢	3440
咋又是这种表情捏	3440
no how	3439
你怎么知道	3438
嘿哈吼嘿	3436
那就去睡吧	3435
不容易呀	3433
不傻	3432
天啊你难道没有别的话	3432
我自己	3430
啥和啥	3428
那好嘛	3426
请	3426
还好还好	3418
睡醒	3417
太多了	3406
你讨厌我	3402
哎呦喂	3399
男人	3399
好无聊	3397
我的	3395
是真的	3395
小弟弟	3393
不许说脏话	3392
果然	3389
不玩了	3387
我说的	3385
来不及挥手	3382
不写了	3381
我也喜欢你	3381
而	3379
我也选了f	3378
你不爱我了	3372
没诚意	3364
你不是我妹么	3361
快到碗里来	3360
刚吃完	3360
怎么样	3359
走开	3355
不做死就会死	3350
还能不能愉快的玩耍了	3346
你凶我	3343
别打脸	3340
别骂人	3340
懂了	3332
你好坏	3331
打不过	3329
不好意思我也是	3326
不要睡太多	3318
朋友你好	3317
骂谁呢	3317
没什么人	3312
好眼力	3310
玩	3304
同感	3298
等	3295
我也没黑	3293
小伙伴你好	3283
要得	3277
我看行	3275
蘑菇男女通吃	3275
习惯就好	3274
e罩杯呢	3273
只活	3272
睡啊想干啥干啥	3272
七	3270
好丽友	3261
有事烧纸	3258
没有呀	3257
不要见人家就说人家校	3257
我也喜欢	3256
妹妹乖	3255
有必要这么直白吗	3253
我、还是不要问了呀、	3245
马上	3238
喵喵喵	3236
你猜啊你猜啊	3232
不勉强	3230
一言难尽	3228
同乐	3224
(	3224
嘛	3222
还笑	3219
骂吧	3214
学校里的花	3214
姑娘	3207
干	3203
也可以简	3203
就是人多	3203
可怕	3201
快睡吧	3200
哇哦	3199
何以见得	3194
那为啥玩消	3194
女儿	3192
我觉得你骂人了	3191
那就你男神在别别人强	3190
看来都是同道中人	3190
好朋友	3189
而且	3188
)	3187
日不等于	3185
太阳等于日	3185
真小气	3182
无所谓	3180
名字	3179
睡吧睡吧	3178
为何不敢	3177
不准笑	3174
你懂得	3172
你哈个啥	3168
粗鲁、那叫太阳	3168
手机	3166
求	3164
再见吧亲爱的梦中女孩	3164
知己	3163
啥意思嘛、介表情	3162
蒽	3162
你是快乐的小	3160
还没打算理呢	3157
哎呀呀	3153
啊啊啊	3152
别删啊	3150
气大伤身	3149
骂我干嘛	3147
我还是爱你	3147
我今天吃药了	3143
等于三	3142
帅哥	3137
叫我干嘛	3135
知道就好	3133
叫哥哥	3130
知音呐	3129
我也想	3128
还可以	3122
汉子	3118
有困难	3113
一起去卖报	3112
机器人	3111
我惹你了	3111
当我没说	3111
在一起在一起	3111
么事	3110
哭什么	3109
有点	3107
不信拉倒	3104
嘛意思	3104
系嘛	3100
我没有妹	3099
找警察	3098
啦啦	3098
没看出来	3096
因为我有一个说不出的	3096
拨打	3095
人艰不拆	3095
握爪握爪	3094
你多大啊	3091
我是女汉子	3086
又一个[握爪]	3082
下次请我吃	3081
难	3080
你很聪明	3078
向爹妈撒娇不分男女	3078
我只	3076
几个意思	3076
噜啦列噜啦列噜啦噜啦	3065
小朋友	3061
字面上面的意思	3056
再见来不及握手	3052
真的不能吗	3051
那你要我一帅萌大叔保	3049
这么小气	3047
猜的怎么样	3047
求教	3043
]	3039
太	3032
哈泥煤[r]啊	3032
呵呵呵呵呵呵呵呵	3031
大学	3026
我这么帅你难道要拒绝	3026
我喜	3025
因	3021
没说你	3020
我去死我会拉着你垫底	3019
在哪	3018
既然你轻易就放弃那就	3018
舍得你可以走了	3017
你知道么	3014
是滴	3012
这个嘛	3011
我还想让你请客吃顿呢	3004
你没接	2998
明明就有	2997
这么快	2996
欧巴	2994
给你糖吃	2993
晚安啦	2990
我死了你也得心疼死	2986
好感动	2984
你别哈	2981
你怎么可以让我	2981
吃才是最幸福的	2977
今天没吃药	2976
拜拜了你嘞	2976
你是谁	2973
皇上	2973
不知	2972
么么大大么么哒	2970
打是疼	2965
你让我死	2964
妥妥的	2964
怕	2962
我们去殉情	2962
哎哟喂	2961
挺好	2958
不然	2957
我一直把你当成我的妹	2957
打错字了	2954
最	2948
谢谢鼓励	2948
好好睡吧	2947
